latitud,longitud,farm_id,objeto,calle,altura,direc_norm,direc_arcg,telefono,obs_telefono,barrio,comuna
-583.899.788.013.773,-345.881.309.551.189,183,FARMACIA,AV PTE. MANUEL QUINTANA,531,"QUINTANA, MANUEL, PRES. AV. 531","531 QUINTANA, MANUEL, PRES. AV.",4804-0115,,RECOLETA,2
-584.060.730.796.503,-345.852.706.214.863,217,FARMACIA,PEÃ‘A,3119,PEÃ‘A 3119,3119 PEÃ‘A,4805-5608,,RECOLETA,2
-58.401.907.373.814,-345.907.927.278.246,256,FARMACIA,DR. T.M. DE ANCHORENA,1737,"ANCHORENA, TOMAS MANUEL DE, DR. 1737","1737 ANCHORENA, TOMAS MANUEL DE, DR.",4822-9901,,RECOLETA,2
-583.871.097.433.077,-3.459.843.582.542,271,FARMACIA,PARAGUAY,1402,PARAGUAY 1402,1402 PARAGUAY,4816-4096,,RECOLETA,2
-583.934.534.257.787,-345.951.088.331.096,288,FARMACIA,AV CALLAO,1180,CALLAO AV. 1180,1180 CALLAO AV.,4811-4787,,RECOLETA,2
-584.028.513.021.157,-345.874.777.862.771,401,FARMACIA,PEÃ‘A,2776,PEÃ‘A 2776,2776 PEÃ‘A,4806-6003,,RECOLETA,2
-583.876.961.663.685,-345.934.087.151.516,440,FARMACIA,URUGUAY,1272,URUGUAY 1272,1272 URUGUAY,4812-8640,,RECOLETA,2
-583.963.287.660.055,-345.943.859.695.056,446,FARMACIA,ARENALES,2045,ARENALES 2045,2045 ARENALES,4827-5784,4824-9068,RECOLETA,2
-584.066.295.699.926,-345.968.397.895.487,467,FARMACIA,PARAGUAY,2701,PARAGUAY 2701,2701 PARAGUAY,4961-6384,,RECOLETA,2
-584.126.197.159.842,-345.939.565.188.929,476,FARMACIA,PARAGUAY,3260,PARAGUAY 3260,3260 PARAGUAY,4963-0872,,RECOLETA,2
-58.400.388.386.366,-345.966.172.390.908,508,FARMACIA,MARCELO T. DE ALVEAR,2301,"ALVEAR, MARCELO T. DE 2301","2301 ALVEAR, MARCELO T. DE",4822-3332,,RECOLETA,2
-584.119.287.146.186,-345.915.530.793.059,538,FARMACIA,AV CORONEL DIAZ,1723,"DIAZ, CNEL. AV. 1723","1723 DIAZ, CNEL. AV.",4822-5798,,RECOLETA,2
-584.010.693.383.916,-345.855.198.428.506,557,FARMACIA,AUSTRIA,2480,AUSTRIA 2480,2480 AUSTRIA,4805-3302,,RECOLETA,2
-583.937.152.602.081,-34.591.805.121.548,558,FARMACIA,PACHECO DE MELO,1899,"PACHECO DE MELO, JOSE ANDRES 1899","1899 PACHECO DE MELO, JOSE ANDRES",4801-4451,,RECOLETA,2
-584.075.576.015.654,-345.857.806.681.592,563,FARMACIA,AV CORONEL DIAZ,2299,"DIAZ, CNEL. AV. 2299","2299 DIAZ, CNEL. AV.",4823-6191,4827-4970,RECOLETA,2
-58.389.947.434.277,-345.915.163.554.249,901,FARMACIA,VICENTE LOPEZ,1701,"LOPEZ, VICENTE 1701","1701 LOPEZ, VICENTE",4812-2960,FAX 4811-4023,RECOLETA,2
-583.871.668.367.085,-345.973.341.098.662,1411,FARMACIA,URUGUAY,984,URUGUAY 984,984 URUGUAY,4811-0727,,RECOLETA,2
-584.046.494.578.961,-345.959.200.981.142,1421,FARMACIA,MANSILLA,2601,"MANSILLA, LUCIO NORBERTO, GENERAL 2601","2601 MANSILLA, LUCIO NORBERTO, GENERAL",4962-9637,,RECOLETA,2
-583.981.496.803.033,-345.956.312.539,570,FARMACIA,AV SANTA FE,2166,SANTA FE AV. 2166,2166 SANTA FE AV.,4822-6419,4822-9837,RECOLETA,2
-583.871.232.988.124,-345.873.633.456.899,572,FARMACIA,AV CALLAO,2002,CALLAO AV. 2002,2002 CALLAO AV.,4804-0130,,RECOLETA,2
-583.916.584.571.437,-345.918.262.558.781,584,FARMACIA,AV CALLAO,1501,CALLAO AV. 1501,1501 CALLAO AV.,4812-6764,,RECOLETA,2
-584.011.687.905.725,-345.992.882.000.486,586,FARMACIA,AV CORDOBA,2401,CORDOBA AV. 2401,2401 CORDOBA AV.,4961-0338,,RECOLETA,2
-584.006.052.169.147,-345.993.578.160.509,602,FARMACIA,AV CORDOBA,2351,CORDOBA AV. 2351,2351 CORDOBA AV.,5950-8511,,RECOLETA,2
-584.024.041.614.115,-345.916.219.387.132,605,FARMACIA,ECUADOR,1651,ECUADOR 1651,1651 ECUADOR,4827-7000,INT 2285,RECOLETA,2
-584.016.618.672.239,-345.958.011.497.741,609,FARMACIA,LARREA,1032,LARREA 1032,1032 LARREA,4824-7070,,RECOLETA,2
-583.944.131.073.616,-345.982.827.949.959,639,FARMACIA,RIOBAMBA,923,RIOBAMBA 923,923 RIOBAMBA,4811-4648,,RECOLETA,2
-584.006.934.560.809,-345.913.528.369.696,640,FARMACIA,AV PUEYRREDON,1719,PUEYRREDON AV. 1719,1719 PUEYRREDON AV.,4824-4914,,RECOLETA,2
-583.990.737.954.159,-345.883.437.375.394,654,FARMACIA,PACHECO DE MELO,2402,"PACHECO DE MELO, JOSE ANDRES 2402","2402 PACHECO DE MELO, JOSE ANDRES",4805-9575,,RECOLETA,2
-584.085.496.777.768,-345.900.646.710.212,661,FARMACIA,AV SANTA FE,3089,SANTA FE AV. 3089,3089 SANTA FE AV.,4823-5991,,RECOLETA,2
-583.889.039.822.179,-345.894.400.671.877,677,FARMACIA,AV PRESIDENTE QUINTANA,392,"QUINTANA, MANUEL, PRES. 392","392 QUINTANA, MANUEL, PRES.",4813-5328,/1189,RECOLETA,2
-584.083.478.900.878,-345.869.515.524.633,679,FARMACIA,AV CORONEL DIAZ,2179,"DIAZ, CNEL. AV. 2179","2179 DIAZ, CNEL. AV.",4822-3165,,RECOLETA,2
-583.966.956.134.639,-345.970.947.860.452,682,FARMACIA,MARCELO T. DE ALVEAR,2045,"ALVEAR, MARCELO T. DE 2045","2045 ALVEAR, MARCELO T. DE",4816-6611,,RECOLETA,2
-583.841.658.221.694,-345.878.032.457.145,703,FARMACIA,LIBERTADOR,810,DEL LIBERTADOR AV. 810,810 DEL LIBERTADOR AV.,4811-1180,,RECOLETA,2
-584.108.379.238.289,-345.903.454.065.166,713,FARMACIA,GUEMES,3271,GUEMES 3271,3271 GUEMES,4825-0823,,RECOLETA,2
-58.408.954.953.053,-345.877.726.336.258,722,FARMACIA,BERUTI,3300,BERUTI 3300,3300 BERUTI,4822-9180,/4624,RECOLETA,2
-584.020.033.560.999,-345.931.632.164.101,727,FARMACIA,AV PUEYRREDON,1502,PUEYRREDON AV. 1502,1502 PUEYRREDON AV.,4822-9744,,RECOLETA,2
-584.009.193.471.075,-345.946.457.438.863,736,FARMACIA,AV SANTA FE,2399,SANTA FE AV. 2399,2399 SANTA FE AV.,4823-1551,,RECOLETA,2
-584.043.943.435.187,-345.892.582.498.282,747,FARMACIA,JUNCAL,2733,JUNCAL 2733,2733 JUNCAL,4821-5080,4823-3241,RECOLETA,2
-583.970.825.957.269,-345.922.982.439.324,759,FARMACIA,JOSE EVARISTO URIBURU,1379,"URIBURU JOSE E., PRES. 1379","1379 URIBURU JOSE E., PRES.",,,RECOLETA,2
-583.976.906.882.693,-345.872.967.180.815,765,FARMACIA,AV LAS HERAS,2318,LAS HERAS GENERAL AV. 2318,2318 LAS HERAS GENERAL AV.,4803-3011,,RECOLETA,2
-584.101.455.609.964,-345.922.168.617.872,768,FARMACIA,SANCHEZ DE BUSTAMANTE,1639,SANCHEZ DE BUSTAMANTE 1639,1639 SANCHEZ DE BUSTAMANTE,4822-0144,,RECOLETA,2
-583.949.510.025.312,-345.963.381.824.634,776,FARMACIA,RIOBAMBA,1076,RIOBAMBA 1076,1076 RIOBAMBA,4814-3781,4813-5930,RECOLETA,2
-584.065.733.390.267,-345.901.048.983.679,779,FARMACIA,AUSTRIA,1839,AUSTRIA 1839,1839 AUSTRIA,4822-5873,/5810,RECOLETA,2
-584.029.136.982.626,-345.944.795.429.141,792,FARMACIA,AV SANTA FE,2528,SANTA FE AV. 2528,2528 SANTA FE AV.,4826-6484,,RECOLETA,2
-584.034.965.893.768,-345.836.479.352.117,803,FARMACIA,AV LAS HERAS,2968,LAS HERAS GENERAL AV. 2968,2968 LAS HERAS GENERAL AV.,4802-5136,/9366,RECOLETA,2
-584.094.703.329.286,-345.927.255.514.521,851,FARMACIA,CHARCAS,3099,CHARCAS 3099,3099 CHARCAS,4821-1114,,RECOLETA,2
-583.999.983.182.836,-345.965.978.745.995,854,FARMACIA,AZCUENAGA,1009,AZCUENAGA 1009,1009 AZCUENAGA,,,RECOLETA,2
-584.079.868.475.017,-345.910.667.683.176,879,FARMACIA,AV SANTA FE,3000,SANTA FE AV. 3000,3000 SANTA FE AV.,4823-0359,4825-5868,RECOLETA,2
-583.997.688.262.829,-345.942.793.339.304,882,FARMACIA,AZCUENAGA,1188,AZCUENAGA 1188,1188 AZCUENAGA,4822-7200,,RECOLETA,2
-583.935.062.502.422,-345.946.555.126.945,921,FARMACIA,ARENALES,1813,ARENALES 1813,1813 ARENALES,4811-7998,,RECOLETA,2
-583.881.372.366.236,-34.591.646.280.507,923,FARMACIA,GUIDO,1602,GUIDO 1602,1602 GUIDO,4813-5884,,RECOLETA,2
-584.022.624.834.181,-345.937.511.116.215,927,FARMACIA,AV PUEYRREDON,1460,PUEYRREDON AV. 1460,1460 PUEYRREDON AV.,4824-3780,4825-1000 o 4822-6003 4824-3177,RECOLETA,2
-583.916.817.913.841,-345.963.983.248.996,931,FARMACIA,RODRIGUEZ PEÃ‘A,1069,RODRIGUEZ PEÃ‘A 1069,1069 RODRIGUEZ PEÃ‘A,4815-1105,,RECOLETA,2
-583.965.429.833.365,-345.877.506.493.828,935,FARMACIA,AV LAS HERAS,2273,LAS HERAS GENERAL AV. 2273,2273 LAS HERAS GENERAL AV.,4511-6623,,RECOLETA,2
-584.018.226.521.195,-34.596.438.148.539,939,FARMACIA,MARCELO T. DE ALVEAR,2408,"ALVEAR, MARCELO T. DE 2408","2408 ALVEAR, MARCELO T. DE",4962-2442,FAX 4962-6548,RECOLETA,2
-584.087.412.072.446,-345.944.427.521.557,943,FARMACIA,MANSILLA,2981,"MANSILLA, LUCIO NORBERTO, GENERAL 2981","2981 MANSILLA, LUCIO NORBERTO, GENERAL",4822-8000,,RECOLETA,2
-584.009.587.212.779,-345.918.988.319.044,947,FARMACIA,AV PUEYRREDON,1673,PUEYRREDON AV. 1673,1673 PUEYRREDON AV.,4511-9570,,RECOLETA,2
-584.026.375.001.418,-345.746.274.924.802,950,FARMACIA,JERONIMO SALGUERO,3345,"SALGUERO, JERONIMO 3345","3345 SALGUERO, JERONIMO",,,RECOLETA,2
-584.003.201.643.862,-345.844.023.644.818,968,FARMACIA,AV LAS HERAS,2699,LAS HERAS GENERAL AV. 2699,2699 LAS HERAS GENERAL AV.,4802-5563,,RECOLETA,2
-583.898.229.968.935,-345.950.417.952.351,970,FARMACIA,MONTEVIDEO,1183,MONTEVIDEO 1183,1183 MONTEVIDEO,4816-4290,,RECOLETA,2
-584.033.479.625.752,-345.966.960.871.519,972,FARMACIA,AV PUEYRREDON,1184,PUEYRREDON AV. 1184,1184 PUEYRREDON AV.,4964-3415,,RECOLETA,2
-58.387.631.986.488,-345.991.511.669.305,977,FARMACIA,AV CORDOBA,1467,CORDOBA AV. 1467,1467 CORDOBA AV.,,,RECOLETA,2
-584.142.416.615.962,-345.977.310.760.405,1030,FARMACIA,AV CORDOBA,3381,CORDOBA AV. 3381,3381 CORDOBA AV.,,,RECOLETA,2
-583.938.247.024.523,-345.994.792.722.419,1040,FARMACIA,AV CORDOBA,1861,CORDOBA AV. 1861,1861 CORDOBA AV.,,,RECOLETA,2
-584.067.742.733.313,-345.952.431.147.469,1083,FARMACIA,MANSILLA,2801,"MANSILLA, LUCIO NORBERTO, GENERAL 2801","2801 MANSILLA, LUCIO NORBERTO, GENERAL",4821-7829,/6560,RECOLETA,2
-584.117.324.297.475,-34.597.833.241.991,1100,FARMACIA,AV CORDOBA,3199,CORDOBA AV. 3199,3199 CORDOBA AV.,4961-4917,4962-5949,RECOLETA,2
-583.990.593.739.773,-345.950.976.354.525,1112,FARMACIA,AV SANTA FE,2249,SANTA FE AV. 2249,2249 SANTA FE AV.,4821-1164,,RECOLETA,2
-584.017.257.590.373,-345.925.651.466.849,1119,FARMACIA,AV PUEYRREDON,1598,PUEYRREDON AV. 1598,1598 PUEYRREDON AV.,48211-116,4824-0303,RECOLETA,2
-584.076.512.780.607,-345.914.392.455.794,1121,FARMACIA,AV SANTA FE,2936,SANTA FE AV. 2936,2936 SANTA FE AV.,4821-1856,4821-0773,RECOLETA,2
-584.067.003.529.482,-345.846.004.593.277,1140,FARMACIA,AV CORONEL DIAZ,2427,"DIAZ, CNEL. AV. 2427","2427 DIAZ, CNEL. AV.",4805-0988,/0522,RECOLETA,2
-58.402.588.273.945,-345.988.619.282.951,1154,FARMACIA,AV CORDOBA,2501,CORDOBA AV. 2501,2501 CORDOBA AV.,4963-5533,,RECOLETA,2
-583.976.928.103.665,-3.459.395.981.971,1172,FARMACIA,PTE. JOSE EVARISTO URIBURU,1223,"URIBURU JOSE E., PRES. 1223","1223 URIBURU JOSE E., PRES.",4711-9518,,RECOLETA,2
-583.971.710.411.547,-345.930.720.133.671,1173,FARMACIA,JUNCAL,2116,JUNCAL 2116,2116 JUNCAL,4823-1400,,RECOLETA,2
-583.870.214.901.525,-345.991.260.776.751,1203,FARMACIA,AV CORDOBA,1401,CORDOBA AV. 1401,1401 CORDOBA AV.,4814-5544,,RECOLETA,2
-584.021.467.297.607,-345.975.772.779.612,1258,FARMACIA,LARREA,906,LARREA 906,906 LARREA,4961-4114,5275-7736,RECOLETA,2
-584.075.776.773.938,-345.967.184.906.036,1282,FARMACIA,PARAGUAY,2802,PARAGUAY 2802,2802 PARAGUAY,4963-1408,,RECOLETA,2
-584.024.119.927.555,-345.940.688.128.835,1305,FARMACIA,AV PUEYRREDON,1428,PUEYRREDON AV. 1428,1428 PUEYRREDON AV.,482-9150,4829-1510,RECOLETA,2
-584.029.077.014.673,-345.964.987.427.884,1313,FARMACIA,MANSILLA,2493,"MANSILLA, LUCIO NORBERTO, GENERAL 2493","2493 MANSILLA, LUCIO NORBERTO, GENERAL",4961-1848,,RECOLETA,2
-583.881.311.608.495,-345.969.308.383.953,1315,FARMACIA,MARCELO T. DE ALVEAR,1487,"ALVEAR, MARCELO T. DE 1487","1487 ALVEAR, MARCELO T. DE",4813-8100,,RECOLETA,2
-583.991.683.725.827,-345.939.170.895.523,1320,FARMACIA,AZCUENAGA,1235,AZCUENAGA 1235,1235 AZCUENAGA,4822-9519,,RECOLETA,2
-583.927.096.614.893,-34.593.097.280.796,1340,FARMACIA,AV CALLAO,1379,CALLAO AV. 1379,1379 CALLAO AV.,4815-4441,,RECOLETA,2
-583.941.969.352.402,-345.901.121.454.785,1346,FARMACIA,AV LAS HERAS,2002,LAS HERAS GENERAL AV. 2002,2002 LAS HERAS GENERAL AV.,4801-5544,,RECOLETA,2
-583.894.943.857.185,-345.987.713.955.563,1350,FARMACIA,MONTEVIDEO,877,MONTEVIDEO 877,877 MONTEVIDEO,,,RECOLETA,2
-584.023.135.658.169,-345.865.473.529.947,1351,FARMACIA,AUSTRIA,2270,AUSTRIA 2270,2270 AUSTRIA,4805-4735,,RECOLETA,2
-58.401.731.946.264,-345.976.767.638.319,1439,FARMACIA,PARAGUAY,2387,PARAGUAY 2387,2387 PARAGUAY,4961-2822,,RECOLETA,2
-58.401.262.630.381,-345.962.558.303.949,1465,FARMACIA,MARCELO T. DE ALVEAR,2381,"ALVEAR, MARCELO T. DE 2381","2381 ALVEAR, MARCELO T. DE",4827-2105,,RECOLETA,2
-584.075.097.806.834,-345.870.330.311.246,1479,FARMACIA,JUNCAL,3005,JUNCAL 3005,3005 JUNCAL,4821-8791,,RECOLETA,2
-58.391.714.524.076,-345.994.107.972.488,1487,FARMACIA,AV CORDOBA,1701,CORDOBA AV. 1701,1701 CORDOBA AV.,4811-3604,,RECOLETA,2
-584.041.301.086.587,-34.589.187.264.359,1492,FARMACIA,AGUERO,1926,AGUERO 1926,1926 AGUERO,4825-9847,,RECOLETA,2
-584.002.946.192.746,-345.930.841.272.606,1501,FARMACIA,LARREA,1249,LARREA 1249,1249 LARREA,4825-8498,,RECOLETA,2
-584.044.189.242.589,-345.978.979.585.736,1520,FARMACIA,AV CORDOBA,2639,CORDOBA AV. 2639,2639 CORDOBA AV.,4962-1717,,RECOLETA,2
-584.042.675.576.091,-345.949.812.625.328,1531,FARMACIA,ECUADOR,1320,ECUADOR 1320,1320 ECUADOR,,,RECOLETA,2
-584.010.177.973.365,-345.981.137.274.505,1533,FARMACIA,PARAGUAY,2322,PARAGUAY 2322,2322 PARAGUAY,4961-3925,,RECOLETA,2
-583.886.083.595.453,-345.973.171.288.411,1534,FARMACIA,MARCELO T. DE ALVEAR,1526,"ALVEAR, MARCELO T. DE 1526","1526 ALVEAR, MARCELO T. DE",4815-4470,,RECOLETA,2
-583.905.925.853.496,-345.908.143.168.873,1114,FARMACIA,AV CALLAO,1621,CALLAO AV. 1621,1221 CALLAO AV.,4811-1999,4815-9824,RECOLETA,2
-584.127.314.266.733,-345.967.457.789.691,1147,FARMACIA,JOSE CABRERA,3291,"CABRERA, JOSE A. 3291","3291 CABRERA, JOSE A.",4963-6961,,RECOLETA,2
-584.024.118.005.652,-345.836.142.345.996,1268,FARMACIA,AV LAS HERAS,2902,LAS HERAS GENERAL AV. 2902,2902 LAS HERAS GENERAL AV.,4802-0390,,RECOLETA,2
-584.087.156.335.716,-345.961.991.333.228,1081,FARMACIA,PARAGUAY,2902,PARAGUAY 2902,2902 PARAGUAY,4963-6966,4961-4500,RECOLETA,2
-583.808.350.709.253,-345.760.553.158.129,1279,FARMACIA,AV RAFAEL OBLIGADO Y AVENIDA ERIKSON,0,"OBLIGADO RAFAEL, AV.COSTANERA Y EDISON, TOMAS A. AV.","OBLIGADO RAFAEL, AV.COSTANERA & EDISON, TOMAS A. AV.",4576-7615,,RECOLETA,2
-583.782.141.305.875,-345.974.942.621.777,293,FARMACIA,PARAGUAY,797,PARAGUAY 797,797 PARAGUAY,4311-0533,,RETIRO,1
-583.802.762.545.585,-345.930.365.493.711,311,FARMACIA,JUNCAL,912,JUNCAL 912,912 JUNCAL,4313-0808,,RETIRO,1
-583.829.098.868.226,-345.961.016.481.931,1384,FARMACIA,CERRITO,1054,CERRITO 1054,1054 CERRITO,4816-7157,/7199/7160,RETIRO,1
-583.829.702.989.828,-345.946.905.754.139,1397,FARMACIA,CERRITO,1174,CERRITO 1174,1174 CERRITO,4813-6223,,RETIRO,1
-583.812.510.455.867,-345.955.849.176.724,578,FARMACIA,CARLOS PELLEGRINI,1091,"PELLEGRINI, CARLOS 1091","1091 PELLEGRINI, CARLOS",4328-9981,,RETIRO,1
-583.690.406.287.334,-345.848.824.579.333,734,FARMACIA,AV DE LOS INMIGRANTES,2509,DE LOS INMIGRANTES AV. 2509,2509 DE LOS INMIGRANTES AV.,4315-9327,,RETIRO,1
-583.783.632.438.151,-345.930.957.598.104,769,FARMACIA,ESMERALDA,1279,ESMERALDA 1279,1279 ESMERALDA,4312-1789,,RETIRO,1
-583.749.376.706.444,-345.984.947.977.573,809,FARMACIA,AV CORDOBA,533,CORDOBA AV. 533,533 CORDOBA AV.,4508-6232,,RETIRO,1
-583.864.047.447.302,-345.920.816.834.139,836,FARMACIA,PARERA,57,PARERA 57,57 PARERA,4814-4815,,RETIRO,1
-583.842.265.285.716,-345.932.217.012.965,997,FARMACIA,LIBERTAD,1279,LIBERTAD 1279,1279 LIBERTAD,,,RETIRO,1
-583.765.270.809.801,-345.986.071.920.283,1020,FARMACIA,AV CORDOBA,685,CORDOBA AV. 685,685 CORDOBA AV.,,,RETIRO,1
-58.385.906.064.808,-345.965.610.800.121,1059,FARMACIA,TALCAHUANO,1036,TALCAHUANO 1036,1036 TALCAHUANO,,,RETIRO,1
-583.786.423.292.269,-345.952.896.566.621,1063,FARMACIA,AV SANTA FE,802,SANTA FE AV. 802,802 SANTA FE AV.,,,RETIRO,1
-583.801.852.765.093,-345.939.442.182.027,1077,FARMACIA,ARENALES,917,ARENALES 917,917 ARENALES,4393-1145,,RETIRO,1
-583.855.198.157.325,-345.954.998.790.156,1108,FARMACIA,AV SANTA FE,1295,SANTA FE AV. 1295,1295 SANTA FE AV.,4816-9514,,RETIRO,1
-58.386.009.669.174,-345.947.220.997.242,1111,FARMACIA,ARENALES,1302,ARENALES 1302,1302 ARENALES,4811-2883,4812-9078,RETIRO,1
-583.841.829.661.315,-345.989.971.338.995,1139,FARMACIA,LIBERTAD,804,LIBERTAD 804,804 LIBERTAD,,,RETIRO,1
-583.829.078.978.331,-345.962.801.615.059,1148,FARMACIA,CERRITO,1044,CERRITO 1044,1044 CERRITO,4816-4104,,RETIRO,1
-583.838.505.941.145,-345.984.978.068.729,1197,FARMACIA,LIBERTAD,861,LIBERTAD 861,861 LIBERTAD,4816-3040,,RETIRO,1
-583.740.646.656.391,-345.907.129.503.343,1228,FARMACIA,RAMOS MEJIA,1430,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1430","1430 RAMOS MEJIA, JOSE MARIA, DR. AV.",4590-9759,,RETIRO,1
-583.756.470.402.639,-345.974.228.736.363,1250,FARMACIA,PARAGUAY,615,PARAGUAY 615,615 PARAGUAY,4312-9883,,RETIRO,1
-583.796.548.217.227,-345.926.872.206.568,1322,FARMACIA,JUNCAL,873,JUNCAL 873,873 JUNCAL,4393-1678,4328-1424,RETIRO,1
-583.728.497.748.742,-345.874.076.305.548,1367,FARMACIA,RAMOS MEJIA,1690,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1690","1690 RAMOS MEJIA, JOSE MARIA, DR. AV.",4311-0660,,RETIRO,1
-583.858.123.862.451,-345.975.040.459.595,1444,FARMACIA,TALCAHUANO,958,TALCAHUANO 958,958 TALCAHUANO,4814-2981,,RETIRO,1
-58.384.808.894.312,-345.946.505.235.878,1462,FARMACIA,ARENALES,1230,ARENALES 1230,1230 ARENALES,,,RETIRO,1
-583.844.416.819.519,-345.958.154.475.391,1489,FARMACIA,LIBERTAD,1092,LIBERTAD 1092,1092 LIBERTAD,4811-2071,,RETIRO,1
-583.827.493.581.381,-345.897.776.772.502,1512,FARMACIA,CERRITO,1516,CERRITO 1516,1516 CERRITO,48157550,,RETIRO,1
-583.755.376.126.518,-345.910.265.220.472,630,FARMACIA,HALL EST RETIRO FCGBM,0,HALL EST RETIRO FCGBM,HALL EST RETIRO FCGBM,4311-6637,,RETIRO,1
-583.732.445.538.626,-345.962.876.507.027,1273,FARMACIA,RECONQUISTA,1000,RECONQUISTA 1000,1000 RECONQUISTA,4312-1469,4315-2525,RETIRO,1
-584.630.590.908.507,-34.555.332.354.623,23,FARMACIA,AV CABILDO,2928,CABILDO AV. 2928,2928 CABILDO AV.,,,NUÃ‘EZ,13
-584.656.052.815.632,-345.517.741.861.103,97,FARMACIA,AV CABILDO,3307,CABILDO AV. 3307,3307 CABILDO AV.,4702-8060,,NUÃ‘EZ,13
-584.696.835.241.495,-345.444.892.158.929,110,FARMACIA,BESARES,2299,BESARES 2299,2299 BESARES,4703-1715,4878-1453,NUÃ‘EZ,13
-584.670.613.542.958,-345.523.041.251.325,191,FARMACIA,CIUDAD DE LA PAZ,3299,CIUDAD DE LA PAZ 3299,3299 CIUDAD DE LA PAZ,4544-2377,,NUÃ‘EZ,13
-584.644.312.353.192,-345.532.158.776.207,226,FARMACIA,AV CABILDO,3111,CABILDO AV. 3111,3111 CABILDO AV.,4701-8379,,NUÃ‘EZ,13
-584.729.359.210.659,-345.422.860.196.881,282,FARMACIA,AV CABILDO,4599,CABILDO AV. 4599,4599 CABILDO AV.,4702-8869,,NUÃ‘EZ,13
-584.605.974.997.871,-345.482.100.677.688,364,FARMACIA,MANUELA PEDRAZA,1799,"PEDRAZA, MANUELA 1799","1799 PEDRAZA, MANUELA",4702-8426,,NUÃ‘EZ,13
-584.654.521.531.324,-345.527.637.745.062,1418,FARMACIA,AV CABILDO,3210,CABILDO AV. 3210,3210 CABILDO AV.,4544-8875,,NUÃ‘EZ,13
-584.660.397.883.886,-345.512.299.046.157,649,FARMACIA,AV CABILDO,3399,CABILDO AV. 3399,3399 CABILDO AV.,4702-8021,,NUÃ‘EZ,13
-584.664.178.242.573,-345.515.110.397.836,1042,FARMACIA,AV CABILDO,3424,CABILDO AV. 3424,3424 CABILDO AV.,,,NUÃ‘EZ,13
-584.629.791.032.826,-345.546.857.485.896,1044,FARMACIA,AV CABILDO,2967,CABILDO AV. 2967,2967 CABILDO AV.,,,NUÃ‘EZ,13
-584.732.730.192.112,-345.418.759.855.497,1046,FARMACIA,AV CABILDO,4633,CABILDO AV. 4633,4633 CABILDO AV.,,,NUÃ‘EZ,13
-584.698.016.409.122,-345.465.249.993.056,1049,FARMACIA,AV CABILDO,4001,CABILDO AV. 4001,4001 CABILDO AV.,,,NUÃ‘EZ,13
-58.465.143.386.561,-34.538.959.515.426,1109,FARMACIA,AV DEL LIBERTADOR,8324,DEL LIBERTADOR AV. 8324,8324 DEL LIBERTADOR AV.,4701-3401,,NUÃ‘EZ,13
-584.642.776.379.779,-345.403.971.724.373,1118,FARMACIA,AV DEL LIBERTADOR,8140,DEL LIBERTADOR AV. 8140,8140 DEL LIBERTADOR AV.,4701-3401,47014-0652/0,NUÃ‘EZ,13
-584.595.194.537.916,-345.451.956.124.796,1120,FARMACIA,AV DEL LIBERTADOR,7446,DEL LIBERTADOR AV. 7446,7446 DEL LIBERTADOR AV.,4702-1588,4702-6017/20,NUÃ‘EZ,13
-584.680.929.844.432,-345.565.695.278.083,1160,FARMACIA,AV CRAMER,3015,CRAMER AV. 3015,3015 CRAMER AV.,4544-5265,,NUÃ‘EZ,13
-58.462.492.871.716,-345.551.641.444.736,1216,FARMACIA,AV CABILDO,2917,CABILDO AV. 2917,2917 CABILDO AV.,4702-1106,,NUÃ‘EZ,13
-58.467.136.103.522,-34.548.624.402.149,1377,FARMACIA,AV CRISOLOGO LARRALDE,2312,"LARRALDE, CRISOLOGO AV. 2312","2312 LARRALDE, CRISOLOGO AV.",4704-0600,,NUÃ‘EZ,13
-584.651.267.266.375,-345.389.840.641.001,1441,FARMACIA,AV LIBERTADOR,8322,DEL LIBERTADOR AV. 8322,8322 DEL LIBERTADOR AV.,5550-2305,/2306,NUÃ‘EZ,13
-584.678.119.923.111,-345.490.765.487.422,1499,FARMACIA,AV CABILDO,3673,CABILDO AV. 3673,3673 CABILDO AV.,,,NUÃ‘EZ,13
-584.711.994.261.321,-345.445.943.065.259,784,FARMACIA,AV CABILDO,4299,CABILDO AV. 4299,4299 CABILDO AV.,4702-9272,,NUÃ‘EZ,13
-584.696.317.990.296,-34.546.735.036.309,1272,FARMACIA,AV CABILDO,3999,CABILDO AV. 3999,3999 CABILDO AV.,4702-9497,4702-2407,NUÃ‘EZ,13
-58.366.070.868.342,-346.274.637.125.129,17,FARMACIA,PI Y MARGALL,725,PI Y MARGALL 725,725 PI Y MARGALL,4362-5786,,BOCA,4
-583.577.496.652.149,-346.347.200.967.437,253,FARMACIA,SUAREZ,301,SUAREZ 301,301 SUAREZ,4301-1341,4302-2718 o 4303-6535,BOCA,4
-583.583.184.318.142,-346.366.722.811.153,264,FARMACIA,AV ALMIRANTE BROWN,1361,"BROWN, ALTE. AV. 1361","1361 BROWN, ALTE. AV.",4302-1119,,BOCA,4
-583.623.189.307.304,-346.297.606.591.143,302,FARMACIA,NECOCHEA,635,NECOCHEA 635,635 NECOCHEA,4300-4525,4361-4397,BOCA,4
